Time,Predicted,Actual
12:04:38 AM,18.36151931,17.69050974
12:04:39 AM,18.77135192,17.83736459
12:04:40 AM,19.34787794,17.83593742
12:04:41 AM,18.99260317,17.83274252
12:04:42 AM,19.7659835,17.83043713
12:04:43 AM,18.11632272,17.82995168
12:04:44 AM,17.87175281,17.64059771
12:04:45 AM,17.96337584,17.62543505
12:04:46 AM,20.88421332,17.60631366
12:04:47 AM,20.80948264,17.58709538
12:04:48 AM,18.808173,17.57434814
12:04:49 AM,17.44128824,17.34637411
12:04:50 AM,17.82130417,17.33817862
12:04:51 AM,18.47831937,17.33201919
12:04:52 AM,17.85953368,17.32727511
12:04:53 AM,18.08007117,17.32352653
12:04:54 AM,17.17027372,16.97982325
12:04:55 AM,17.6383876,16.9798012
12:04:56 AM,17.17244977,16.97720325
12:04:57 AM,17.19341606,16.98202075
12:04:58 AM,17.74787855,16.98127898
12:04:59 AM,17.44880724,17.26849571
12:05:00 AM,17.32138763,17.27364002
12:05:01 AM,17.46034479,17.27852339
12:05:02 AM,17.81289874,17.28261259
12:05:03 AM,17.52313281,17.28506915
12:05:04 AM,19.23039954,17.76963631
12:05:05 AM,18.97913704,17.76522873
12:05:06 AM,18.5123846,17.76631183
12:05:07 AM,20.21398264,17.76096284
12:05:08 AM,18.00710919,17.76109651
12:05:09 AM,18.29770352,17.84874955
12:05:10 AM,19.14705439,17.8432496
12:05:11 AM,20.01480533,17.8384843
12:05:12 AM,18.50556764,17.83600428
12:05:13 AM,18.29653909,17.83593973
12:05:14 AM,17.81912883,17.50131382
12:05:15 AM,17.87750568,17.49925895
12:05:16 AM,18.13658035,17.49783521
12:05:17 AM,17.81231369,17.49856201
12:05:18 AM,17.83576424,17.49972234
12:05:19 AM,17.19348317,17.02774962
12:05:20 AM,17.1333423,17.0348219
12:05:21 AM,17.14623254,17.0429683
12:05:22 AM,17.1092125,17.05023976
12:05:23 AM,17.70370148,17.0582388
12:05:24 AM,17.6063045,17.34653884
12:05:25 AM,17.70684536,17.35009878
12:05:26 AM,18.38079156,17.35403671
12:05:27 AM,17.39984204,17.35667201
12:05:28 AM,17.42221959,17.35976205
12:05:29 AM,17.30620758,17.12933942
12:05:30 AM,17.16200702,17.13163567
12:05:31 AM,17.33012907,17.13591336
12:05:32 AM,17.87486374,17.14068118
12:05:33 AM,17.76220248,17.14563477
12:05:34 AM,17.70190293,17.54121222
12:05:35 AM,17.87502946,17.54168423
12:05:36 AM,17.90378773,17.54164609
12:05:37 AM,18.73472895,17.54357421
12:05:38 AM,17.69256339,17.54109395
12:05:39 AM,17.72501446,17.58306317
12:05:40 AM,18.07685566,17.58461752
12:05:41 AM,18.28154046,17.58164674
12:05:42 AM,18.48943309,17.58286138
12:05:43 AM,17.6468236,17.58400172
12:05:44 AM,18.30504794,17.68377923
12:05:45 AM,18.09327979,17.68229256
12:05:46 AM,17.91054837,17.68141875
12:05:47 AM,18.56959016,17.68251287
12:05:48 AM,19.14082914,17.68281955
12:05:49 AM,17.61702222,17.41335842
12:05:50 AM,17.47809157,17.41425564
12:05:51 AM,17.5087267,17.41639263
12:05:52 AM,17.45288988,17.41550883
12:05:53 AM,17.45996603,17.41626033
12:05:54 AM,18.24664245,17.58763989
12:05:55 AM,17.71141243,17.59085831
12:05:56 AM,17.69249938,17.59221199
